,0,1,2,3,4,5,6,7,8
2220,3479,Manitoba,Canada,53.7609,-98.8139,2020-02-28,0.0,0.0,0.0
2221,3480,Manitoba,Canada,53.7609,-98.8139,2020-02-29,0.0,0.0,0.0
2222,3481,Manitoba,Canada,53.7609,-98.8139,2020-03-01,0.0,0.0,0.0
2223,3482,Manitoba,Canada,53.7609,-98.8139,2020-03-02,0.0,0.0,0.0
2224,3483,Manitoba,Canada,53.7609,-98.8139,2020-03-03,0.0,0.0,0.0
2225,3484,Manitoba,Canada,53.7609,-98.8139,2020-03-04,0.0,0.0,0.0
2226,3485,Manitoba,Canada,53.7609,-98.8139,2020-03-05,0.0,0.0,0.0
2227,3486,Manitoba,Canada,53.7609,-98.8139,2020-03-06,0.0,0.0,0.0
2228,3487,Manitoba,Canada,53.7609,-98.8139,2020-03-07,0.0,0.0,0.0
2229,3488,Manitoba,Canada,53.7609,-98.8139,2020-03-08,0.0,0.0,0.0
2230,3489,Manitoba,Canada,53.7609,-98.8139,2020-03-09,0.0,0.0,0.0
2231,3490,Manitoba,Canada,53.7609,-98.8139,2020-03-10,0.0,0.0,0.0
2232,3491,Manitoba,Canada,53.7609,-98.8139,2020-03-11,0.0,0.0,0.0
2233,3492,Manitoba,Canada,53.7609,-98.8139,2020-03-12,0.0,0.0,0.0
2234,3493,Manitoba,Canada,53.7609,-98.8139,2020-03-13,4.0,0.0,0.0
2235,3494,Manitoba,Canada,53.7609,-98.8139,2020-03-14,4.0,0.0,0.0
2236,3495,Manitoba,Canada,53.7609,-98.8139,2020-03-15,4.0,0.0,0.0
2237,3496,Manitoba,Canada,53.7609,-98.8139,2020-03-16,7.0,0.0,0.0
2238,3497,Manitoba,Canada,53.7609,-98.8139,2020-03-17,8.0,0.0,0.0
2239,3498,Manitoba,Canada,53.7609,-98.8139,2020-03-18,15.0,0.0,0.0
2240,3499,Manitoba,Canada,53.7609,-98.8139,2020-03-19,17.0,0.0,0.0
2241,3500,Manitoba,Canada,53.7609,-98.8139,2020-03-20,17.0,0.0,0.0
2242,3535,New Brunswick,Canada,46.5653,-66.4619,2020-01-22,0.0,0.0,0.0
2243,3536,New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0.0,0.0,0.0
2244,3537,New Brunswick,Canada,46.5653,-66.4619,2020-01-24,0.0,0.0,0.0
2245,3538,New Brunswick,Canada,46.5653,-66.4619,2020-01-25,0.0,0.0,0.0
2246,3539,New Brunswick,Canada,46.5653,-66.4619,2020-01-26,0.0,0.0,0.0
2247,3540,New Brunswick,Canada,46.5653,-66.4619,2020-01-27,0.0,0.0,0.0
2248,3541,New Brunswick,Canada,46.5653,-66.4619,2020-01-28,0.0,0.0,0.0
2249,3542,New Brunswick,Canada,46.5653,-66.4619,2020-01-29,0.0,0.0,0.0
2250,3543,New Brunswick,Canada,46.5653,-66.4619,2020-01-30,0.0,0.0,0.0
2251,3544,New Brunswick,Canada,46.5653,-66.4619,2020-01-31,0.0,0.0,0.0
2252,3545,New Brunswick,Canada,46.5653,-66.4619,2020-02-01,0.0,0.0,0.0
2253,3546,New Brunswick,Canada,46.5653,-66.4619,2020-02-02,0.0,0.0,0.0
2254,3547,New Brunswick,Canada,46.5653,-66.4619,2020-02-03,0.0,0.0,0.0
2255,3548,New Brunswick,Canada,46.5653,-66.4619,2020-02-04,0.0,0.0,0.0
2256,3549,New Brunswick,Canada,46.5653,-66.4619,2020-02-05,0.0,0.0,0.0
2257,3550,New Brunswick,Canada,46.5653,-66.4619,2020-02-06,0.0,0.0,0.0
2258,3551,New Brunswick,Canada,46.5653,-66.4619,2020-02-07,0.0,0.0,0.0
2259,3552,New Brunswick,Canada,46.5653,-66.4619,2020-02-08,0.0,0.0,0.0
2260,3553,New Brunswick,Canada,46.5653,-66.4619,2020-02-09,0.0,0.0,0.0
2261,3554,New Brunswick,Canada,46.5653,-66.4619,2020-02-10,0.0,0.0,0.0
2262,3555,New Brunswick,Canada,46.5653,-66.4619,2020-02-11,0.0,0.0,0.0
2263,3556,New Brunswick,Canada,46.5653,-66.4619,2020-02-12,0.0,0.0,0.0
2264,3557,New Brunswick,Canada,46.5653,-66.4619,2020-02-13,0.0,0.0,0.0
2265,3558,New Brunswick,Canada,46.5653,-66.4619,2020-02-14,0.0,0.0,0.0
2266,3559,New Brunswick,Canada,46.5653,-66.4619,2020-02-15,0.0,0.0,0.0
2267,3560,New Brunswick,Canada,46.5653,-66.4619,2020-02-16,0.0,0.0,0.0
2268,3561,New Brunswick,Canada,46.5653,-66.4619,2020-02-17,0.0,0.0,0.0
2269,3562,New Brunswick,Canada,46.5653,-66.4619,2020-02-18,0.0,0.0,0.0
2270,3563,New Brunswick,Canada,46.5653,-66.4619,2020-02-19,0.0,0.0,0.0
2271,3564,New Brunswick,Canada,46.5653,-66.4619,2020-02-20,0.0,0.0,0.0
2272,3565,New Brunswick,Canada,46.5653,-66.4619,2020-02-21,0.0,0.0,0.0
2273,3566,New Brunswick,Canada,46.5653,-66.4619,2020-02-22,0.0,0.0,0.0
2274,3567,New Brunswick,Canada,46.5653,-66.4619,2020-02-23,0.0,0.0,0.0
2275,3568,New Brunswick,Canada,46.5653,-66.4619,2020-02-24,0.0,0.0,0.0
2276,3569,New Brunswick,Canada,46.5653,-66.4619,2020-02-25,0.0,0.0,0.0
2277,3570,New Brunswick,Canada,46.5653,-66.4619,2020-02-26,0.0,0.0,0.0
2278,3571,New Brunswick,Canada,46.5653,-66.4619,2020-02-27,0.0,0.0,0.0
2279,3572,New Brunswick,Canada,46.5653,-66.4619,2020-02-28,0.0,0.0,0.0
2280,3573,New Brunswick,Canada,46.5653,-66.4619,2020-02-29,0.0,0.0,0.0
2281,3574,New Brunswick,Canada,46.5653,-66.4619,2020-03-01,0.0,0.0,0.0
2282,3575,New Brunswick,Canada,46.5653,-66.4619,2020-03-02,0.0,0.0,0.0
2283,3576,New Brunswick,Canada,46.5653,-66.4619,2020-03-03,0.0,0.0,0.0
2284,3577,New Brunswick,Canada,46.5653,-66.4619,2020-03-04,0.0,0.0,0.0
2285,3578,New Brunswick,Canada,46.5653,-66.4619,2020-03-05,0.0,0.0,0.0
2286,3579,New Brunswick,Canada,46.5653,-66.4619,2020-03-06,0.0,0.0,0.0
2287,3580,New Brunswick,Canada,46.5653,-66.4619,2020-03-07,0.0,0.0,0.0
2288,3581,New Brunswick,Canada,46.5653,-66.4619,2020-03-08,0.0,0.0,0.0
2289,3582,New Brunswick,Canada,46.5653,-66.4619,2020-03-09,0.0,0.0,0.0
2290,3583,New Brunswick,Canada,46.5653,-66.4619,2020-03-10,0.0,0.0,0.0
2291,3584,New Brunswick,Canada,46.5653,-66.4619,2020-03-11,1.0,0.0,0.0
2292,3585,New Brunswick,Canada,46.5653,-66.4619,2020-03-12,1.0,0.0,0.0
2293,3586,New Brunswick,Canada,46.5653,-66.4619,2020-03-13,1.0,0.0,0.0
2294,3587,New Brunswick,Canada,46.5653,-66.4619,2020-03-14,1.0,0.0,0.0
2295,3588,New Brunswick,Canada,46.5653,-66.4619,2020-03-15,2.0,0.0,0.0
2296,3589,New Brunswick,Canada,46.5653,-66.4619,2020-03-16,6.0,0.0,0.0
2297,3590,New Brunswick,Canada,46.5653,-66.4619,2020-03-17,8.0,0.0,0.0
2298,3591,New Brunswick,Canada,46.5653,-66.4619,2020-03-18,11.0,0.0,0.0
2299,3592,New Brunswick,Canada,46.5653,-66.4619,2020-03-19,11.0,0.0,0.0
2300,3593,New Brunswick,Canada,46.5653,-66.4619,2020-03-20,11.0,0.0,0.0
2301,3628,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-22,0.0,0.0,0.0
2302,3629,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-23,0.0,0.0,0.0
2303,3630,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-24,0.0,0.0,0.0
2304,3631,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-25,0.0,0.0,0.0
2305,3632,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-26,0.0,0.0,0.0
2306,3633,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-27,0.0,0.0,0.0
2307,3634,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-28,0.0,0.0,0.0
2308,3635,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-29,0.0,0.0,0.0
2309,3636,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-30,0.0,0.0,0.0
2310,3637,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-31,0.0,0.0,0.0
2311,3638,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-01,0.0,0.0,0.0
2312,3639,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-02,0.0,0.0,0.0
2313,3640,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-03,0.0,0.0,0.0
2314,3641,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-04,0.0,0.0,0.0
2315,3642,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-05,0.0,0.0,0.0
2316,3643,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-06,0.0,0.0,0.0
2317,3644,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-07,0.0,0.0,0.0
2318,3645,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-08,0.0,0.0,0.0
2319,3646,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-09,0.0,0.0,0.0
2320,3647,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-10,0.0,0.0,0.0
2321,3648,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-11,0.0,0.0,0.0
2322,3649,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-12,0.0,0.0,0.0
2323,3650,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-13,0.0,0.0,0.0
2324,3651,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-14,0.0,0.0,0.0
2325,3652,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-15,0.0,0.0,0.0
2326,3653,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-16,0.0,0.0,0.0
2327,3654,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-17,0.0,0.0,0.0
2328,3655,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-18,0.0,0.0,0.0
2329,3656,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-19,0.0,0.0,0.0
2330,3657,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-20,0.0,0.0,0.0
2331,3658,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-21,0.0,0.0,0.0
2332,3659,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-22,0.0,0.0,0.0
2333,3660,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-23,0.0,0.0,0.0
2334,3661,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-24,0.0,0.0,0.0
2335,3662,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-25,0.0,0.0,0.0
2336,3663,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-26,0.0,0.0,0.0
2337,3664,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-27,0.0,0.0,0.0
2338,3665,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-28,0.0,0.0,0.0
2339,3666,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-29,0.0,0.0,0.0
2340,3667,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-01,0.0,0.0,0.0
2341,3668,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-02,0.0,0.0,0.0
2342,3669,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-03,0.0,0.0,0.0
2343,3670,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-04,0.0,0.0,0.0
2344,3671,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-05,0.0,0.0,0.0
2345,3672,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-06,0.0,0.0,0.0
2346,3673,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-07,0.0,0.0,0.0
2347,3674,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-08,0.0,0.0,0.0
2348,3675,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-09,0.0,0.0,0.0
2349,3676,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-10,0.0,0.0,0.0
2350,3677,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-11,0.0,0.0,0.0
2351,3678,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-12,0.0,0.0,0.0
2352,3679,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-13,0.0,0.0,0.0
2353,3680,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-14,0.0,0.0,0.0
2354,3681,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-15,1.0,0.0,0.0
2355,3682,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-16,1.0,0.0,0.0
2356,3683,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-17,3.0,0.0,0.0
2357,3684,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-18,3.0,0.0,0.0
2358,3685,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-19,3.0,0.0,0.0
2359,3686,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-20,4.0,0.0,0.0
2360,3721,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-22,0.0,0.0,0.0
2361,3722,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-23,0.0,0.0,0.0
2362,3723,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-24,0.0,0.0,0.0
2363,3724,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-25,0.0,0.0,0.0
2364,3725,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-26,0.0,0.0,0.0
2365,3726,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-27,0.0,0.0,0.0
2366,3727,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-28,0.0,0.0,0.0
2367,3728,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-29,0.0,0.0,0.0
2368,3729,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-30,0.0,0.0,0.0
2369,3730,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-31,0.0,0.0,0.0
2370,3731,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-01,0.0,0.0,0.0
2371,3732,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-02,0.0,0.0,0.0
2372,3733,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-03,0.0,0.0,0.0
2373,3734,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-04,0.0,0.0,0.0
2374,3735,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-05,0.0,0.0,0.0
2375,3736,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-06,0.0,0.0,0.0
2376,3737,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-07,0.0,0.0,0.0
2377,3738,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-08,0.0,0.0,0.0
2378,3739,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-09,0.0,0.0,0.0
2379,3740,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-10,0.0,0.0,0.0
2380,3741,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-11,0.0,0.0,0.0
2381,3742,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-12,0.0,0.0,0.0
2382,3743,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-13,0.0,0.0,0.0
2383,3744,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-14,0.0,0.0,0.0
2384,3745,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-15,0.0,0.0,0.0
2385,3746,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-16,0.0,0.0,0.0
2386,3747,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-17,0.0,0.0,0.0
2387,3748,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-18,0.0,0.0,0.0
2388,3749,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-19,0.0,0.0,0.0
2389,3750,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-20,0.0,0.0,0.0
2390,3751,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-21,0.0,0.0,0.0
2391,3752,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-22,0.0,0.0,0.0
2392,3753,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-23,0.0,0.0,0.0
2393,3754,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-24,0.0,0.0,0.0
2394,3755,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-25,0.0,0.0,0.0
2395,3756,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-26,0.0,0.0,0.0
2396,3757,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-27,0.0,0.0,0.0
2397,3758,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-28,0.0,0.0,0.0
2398,3759,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-29,0.0,0.0,0.0
2399,3760,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-01,0.0,0.0,0.0
2400,3761,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-02,0.0,0.0,0.0
2401,3762,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-03,0.0,0.0,0.0
2402,3763,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-04,0.0,0.0,0.0
2403,3764,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-05,0.0,0.0,0.0
2404,3765,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-06,0.0,0.0,0.0
2405,3766,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-07,0.0,0.0,0.0
2406,3767,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-08,0.0,0.0,0.0
2407,3768,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-09,0.0,0.0,0.0
2408,3769,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-10,0.0,0.0,0.0
2409,3770,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-11,0.0,0.0,0.0
2410,3771,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-12,0.0,0.0,0.0
2411,3772,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-13,0.0,0.0,0.0
2412,3773,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-14,0.0,0.0,0.0
2413,3774,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-15,0.0,0.0,0.0
2414,3775,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-16,5.0,0.0,0.0
2415,3776,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-17,7.0,0.0,0.0
2416,3777,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-18,12.0,0.0,0.0
2417,3778,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-19,14.0,0.0,0.0
2418,3779,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-20,15.0,0.0,0.0
2419,3814,Ontario,Canada,51.2538,-85.3232,2020-01-22,0.0,0.0,0.0
2420,3815,Ontario,Canada,51.2538,-85.3232,2020-01-23,0.0,0.0,0.0
2421,3816,Ontario,Canada,51.2538,-85.3232,2020-01-24,0.0,0.0,0.0
2422,3817,Ontario,Canada,51.2538,-85.3232,2020-01-25,0.0,0.0,0.0
2423,3818,Ontario,Canada,51.2538,-85.3232,2020-01-26,1.0,0.0,0.0
2424,3819,Ontario,Canada,51.2538,-85.3232,2020-01-27,1.0,0.0,0.0
2425,3820,Ontario,Canada,51.2538,-85.3232,2020-01-28,1.0,0.0,0.0
2426,3821,Ontario,Canada,51.2538,-85.3232,2020-01-29,1.0,0.0,0.0
2427,3822,Ontario,Canada,51.2538,-85.3232,2020-01-30,1.0,0.0,0.0
2428,3823,Ontario,Canada,51.2538,-85.3232,2020-01-31,3.0,0.0,0.0
2429,3824,Ontario,Canada,51.2538,-85.3232,2020-02-01,3.0,0.0,0.0
2430,3825,Ontario,Canada,51.2538,-85.3232,2020-02-02,3.0,0.0,0.0
2431,3826,Ontario,Canada,51.2538,-85.3232,2020-02-03,3.0,0.0,0.0
2432,3827,Ontario,Canada,51.2538,-85.3232,2020-02-04,3.0,0.0,0.0
2433,3828,Ontario,Canada,51.2538,-85.3232,2020-02-05,3.0,0.0,0.0
2434,3829,Ontario,Canada,51.2538,-85.3232,2020-02-06,3.0,0.0,0.0
2435,3830,Ontario,Canada,51.2538,-85.3232,2020-02-07,3.0,0.0,0.0
2436,3831,Ontario,Canada,51.2538,-85.3232,2020-02-08,3.0,0.0,0.0
2437,3832,Ontario,Canada,51.2538,-85.3232,2020-02-09,3.0,0.0,0.0
2438,3833,Ontario,Canada,51.2538,-85.3232,2020-02-10,3.0,0.0,0.0
2439,3834,Ontario,Canada,51.2538,-85.3232,2020-02-11,3.0,0.0,0.0
2440,3835,Ontario,Canada,51.2538,-85.3232,2020-02-12,3.0,0.0,0.0
2441,3836,Ontario,Canada,51.2538,-85.3232,2020-02-13,3.0,0.0,0.0
2442,3837,Ontario,Canada,51.2538,-85.3232,2020-02-14,3.0,0.0,0.0
2443,3838,Ontario,Canada,51.2538,-85.3232,2020-02-15,3.0,0.0,0.0
2444,3839,Ontario,Canada,51.2538,-85.3232,2020-02-16,3.0,0.0,0.0
2445,3840,Ontario,Canada,51.2538,-85.3232,2020-02-17,3.0,0.0,0.0
2446,3841,Ontario,Canada,51.2538,-85.3232,2020-02-18,3.0,0.0,0.0
2447,3842,Ontario,Canada,51.2538,-85.3232,2020-02-19,3.0,0.0,0.0
2448,3843,Ontario,Canada,51.2538,-85.3232,2020-02-20,3.0,0.0,0.0
2449,3844,Ontario,Canada,51.2538,-85.3232,2020-02-21,3.0,0.0,0.0
2450,3845,Ontario,Canada,51.2538,-85.3232,2020-02-22,3.0,0.0,0.0
2451,3846,Ontario,Canada,51.2538,-85.3232,2020-02-23,3.0,0.0,0.0
2452,3847,Ontario,Canada,51.2538,-85.3232,2020-02-24,4.0,0.0,0.0
2453,3848,Ontario,Canada,51.2538,-85.3232,2020-02-25,4.0,0.0,0.0
2454,3849,Ontario,Canada,51.2538,-85.3232,2020-02-26,4.0,0.0,0.0
2455,3850,Ontario,Canada,51.2538,-85.3232,2020-02-27,6.0,0.0,0.0
2456,3851,Ontario,Canada,51.2538,-85.3232,2020-02-28,6.0,0.0,0.0
2457,3852,Ontario,Canada,51.2538,-85.3232,2020-02-29,11.0,0.0,0.0
2458,3853,Ontario,Canada,51.2538,-85.3232,2020-03-01,15.0,0.0,0.0
2459,3854,Ontario,Canada,51.2538,-85.3232,2020-03-02,18.0,0.0,0.0
2460,3855,Ontario,Canada,51.2538,-85.3232,2020-03-03,20.0,0.0,0.0
2461,3856,Ontario,Canada,51.2538,-85.3232,2020-03-04,20.0,0.0,0.0
2462,3857,Ontario,Canada,51.2538,-85.3232,2020-03-05,22.0,0.0,0.0
2463,3858,Ontario,Canada,51.2538,-85.3232,2020-03-06,25.0,0.0,0.0
2464,3859,Ontario,Canada,51.2538,-85.3232,2020-03-07,28.0,0.0,0.0
2465,3860,Ontario,Canada,51.2538,-85.3232,2020-03-08,29.0,0.0,0.0
2466,3861,Ontario,Canada,51.2538,-85.3232,2020-03-09,34.0,0.0,0.0
2467,3862,Ontario,Canada,51.2538,-85.3232,2020-03-10,36.0,0.0,0.0
2468,3863,Ontario,Canada,51.2538,-85.3232,2020-03-11,41.0,0.0,0.0
2469,3864,Ontario,Canada,51.2538,-85.3232,2020-03-12,42.0,0.0,0.0
2470,3865,Ontario,Canada,51.2538,-85.3232,2020-03-13,74.0,0.0,0.0
2471,3866,Ontario,Canada,51.2538,-85.3232,2020-03-14,79.0,0.0,0.0
2472,3867,Ontario,Canada,51.2538,-85.3232,2020-03-15,104.0,0.0,0.0
2473,3868,Ontario,Canada,51.2538,-85.3232,2020-03-16,177.0,0.0,0.0
2474,3869,Ontario,Canada,51.2538,-85.3232,2020-03-17,185.0,1.0,0.0
2475,3870,Ontario,Canada,51.2538,-85.3232,2020-03-18,221.0,1.0,0.0
2476,3871,Ontario,Canada,51.2538,-85.3232,2020-03-19,257.0,1.0,0.0
2477,3872,Ontario,Canada,51.2538,-85.3232,2020-03-20,308.0,2.0,0.0
2478,3907,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-22,0.0,0.0,0.0
2479,3908,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-23,0.0,0.0,0.0
2480,3909,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-24,0.0,0.0,0.0
2481,3910,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-25,0.0,0.0,0.0
2482,3911,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-26,0.0,0.0,0.0
2483,3912,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-27,0.0,0.0,0.0
2484,3913,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-28,0.0,0.0,0.0
2485,3914,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-29,0.0,0.0,0.0
2486,3915,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-30,0.0,0.0,0.0
2487,3916,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-31,0.0,0.0,0.0
2488,3917,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-01,0.0,0.0,0.0
2489,3918,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-02,0.0,0.0,0.0
2490,3919,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-03,0.0,0.0,0.0
2491,3920,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-04,0.0,0.0,0.0
2492,3921,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-05,0.0,0.0,0.0
2493,3922,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-06,0.0,0.0,0.0
2494,3923,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-07,0.0,0.0,0.0
2495,3924,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-08,0.0,0.0,0.0
2496,3925,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-09,0.0,0.0,0.0
2497,3926,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-10,0.0,0.0,0.0
2498,3927,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-11,0.0,0.0,0.0
2499,3928,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-12,0.0,0.0,0.0
2500,3929,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-13,0.0,0.0,0.0
2501,3930,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-14,0.0,0.0,0.0
2502,3931,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-15,0.0,0.0,0.0
2503,3932,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-16,0.0,0.0,0.0
2504,3933,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-17,0.0,0.0,0.0
2505,3934,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-18,0.0,0.0,0.0
2506,3935,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-19,0.0,0.0,0.0
