,0,1,2,3,4,5,6,7,8,9
1482,2333,,Bhutan,27.5142,90.4336,2020-01-29,0.0,0.0,0.0,8
1483,2334,,Bhutan,27.5142,90.4336,2020-01-30,0.0,0.0,0.0,9
1484,2335,,Bhutan,27.5142,90.4336,2020-01-31,0.0,0.0,0.0,10
1485,2336,,Bhutan,27.5142,90.4336,2020-02-01,0.0,0.0,0.0,11
1486,2337,,Bhutan,27.5142,90.4336,2020-02-02,0.0,0.0,0.0,12
1487,2338,,Bhutan,27.5142,90.4336,2020-02-03,0.0,0.0,0.0,13
1488,2339,,Bhutan,27.5142,90.4336,2020-02-04,0.0,0.0,0.0,14
1489,2340,,Bhutan,27.5142,90.4336,2020-02-05,0.0,0.0,0.0,15
1490,2341,,Bhutan,27.5142,90.4336,2020-02-06,0.0,0.0,0.0,16
1491,2342,,Bhutan,27.5142,90.4336,2020-02-07,0.0,0.0,0.0,17
1492,2343,,Bhutan,27.5142,90.4336,2020-02-08,0.0,0.0,0.0,18
1493,2344,,Bhutan,27.5142,90.4336,2020-02-09,0.0,0.0,0.0,19
1494,2345,,Bhutan,27.5142,90.4336,2020-02-10,0.0,0.0,0.0,20
1495,2346,,Bhutan,27.5142,90.4336,2020-02-11,0.0,0.0,0.0,21
1496,2347,,Bhutan,27.5142,90.4336,2020-02-12,0.0,0.0,0.0,22
1497,2348,,Bhutan,27.5142,90.4336,2020-02-13,0.0,0.0,0.0,23
1498,2349,,Bhutan,27.5142,90.4336,2020-02-14,0.0,0.0,0.0,24
1499,2350,,Bhutan,27.5142,90.4336,2020-02-15,0.0,0.0,0.0,25
1500,2351,,Bhutan,27.5142,90.4336,2020-02-16,0.0,0.0,0.0,26
1501,2352,,Bhutan,27.5142,90.4336,2020-02-17,0.0,0.0,0.0,27
1502,2353,,Bhutan,27.5142,90.4336,2020-02-18,0.0,0.0,0.0,28
1503,2354,,Bhutan,27.5142,90.4336,2020-02-19,0.0,0.0,0.0,29
1504,2355,,Bhutan,27.5142,90.4336,2020-02-20,0.0,0.0,0.0,30
1505,2356,,Bhutan,27.5142,90.4336,2020-02-21,0.0,0.0,0.0,31
1506,2357,,Bhutan,27.5142,90.4336,2020-02-22,0.0,0.0,0.0,32
1507,2358,,Bhutan,27.5142,90.4336,2020-02-23,0.0,0.0,0.0,33
1508,2359,,Bhutan,27.5142,90.4336,2020-02-24,0.0,0.0,0.0,34
1509,2360,,Bhutan,27.5142,90.4336,2020-02-25,0.0,0.0,0.0,35
1510,2361,,Bhutan,27.5142,90.4336,2020-02-26,0.0,0.0,0.0,36
1511,2362,,Bhutan,27.5142,90.4336,2020-02-27,0.0,0.0,0.0,37
1512,2363,,Bhutan,27.5142,90.4336,2020-02-28,0.0,0.0,0.0,38
1513,2364,,Bhutan,27.5142,90.4336,2020-02-29,0.0,0.0,0.0,39
1514,2365,,Bhutan,27.5142,90.4336,2020-03-01,0.0,0.0,0.0,40
1515,2366,,Bhutan,27.5142,90.4336,2020-03-02,0.0,0.0,0.0,41
1516,2367,,Bhutan,27.5142,90.4336,2020-03-03,0.0,0.0,0.0,42
1517,2368,,Bhutan,27.5142,90.4336,2020-03-04,0.0,0.0,0.0,43
1518,2369,,Bhutan,27.5142,90.4336,2020-03-05,0.0,0.0,0.0,44
1519,2370,,Bhutan,27.5142,90.4336,2020-03-06,1.0,0.0,0.0,45
1520,2371,,Bhutan,27.5142,90.4336,2020-03-07,1.0,0.0,0.0,46
1521,2372,,Bhutan,27.5142,90.4336,2020-03-08,1.0,0.0,0.0,47
1522,2373,,Bhutan,27.5142,90.4336,2020-03-09,1.0,0.0,0.0,48
1523,2374,,Bhutan,27.5142,90.4336,2020-03-10,1.0,0.0,0.0,49
1524,2375,,Bhutan,27.5142,90.4336,2020-03-11,1.0,0.0,0.0,50
1525,2376,,Bhutan,27.5142,90.4336,2020-03-12,1.0,0.0,0.0,51
1526,2377,,Bhutan,27.5142,90.4336,2020-03-13,1.0,0.0,0.0,52
1527,2378,,Bhutan,27.5142,90.4336,2020-03-14,1.0,0.0,0.0,53
1528,2379,,Bhutan,27.5142,90.4336,2020-03-15,1.0,0.0,0.0,54
1529,2380,,Bhutan,27.5142,90.4336,2020-03-16,1.0,0.0,0.0,55
1530,2381,,Bhutan,27.5142,90.4336,2020-03-17,1.0,0.0,0.0,56
1531,2382,,Bhutan,27.5142,90.4336,2020-03-18,1.0,0.0,0.0,57
1532,2383,,Bhutan,27.5142,90.4336,2020-03-19,1.0,0.0,0.0,58
1533,2384,,Bhutan,27.5142,90.4336,2020-03-20,2.0,0.0,0.0,59
1534,2419,,Bolivia,-16.2902,-63.5887,2020-01-22,0.0,0.0,0.0,1
1535,2420,,Bolivia,-16.2902,-63.5887,2020-01-23,0.0,0.0,0.0,2
1536,2421,,Bolivia,-16.2902,-63.5887,2020-01-24,0.0,0.0,0.0,3
1537,2422,,Bolivia,-16.2902,-63.5887,2020-01-25,0.0,0.0,0.0,4
1538,2423,,Bolivia,-16.2902,-63.5887,2020-01-26,0.0,0.0,0.0,5
1539,2424,,Bolivia,-16.2902,-63.5887,2020-01-27,0.0,0.0,0.0,6
1540,2425,,Bolivia,-16.2902,-63.5887,2020-01-28,0.0,0.0,0.0,7
1541,2426,,Bolivia,-16.2902,-63.5887,2020-01-29,0.0,0.0,0.0,8
1542,2427,,Bolivia,-16.2902,-63.5887,2020-01-30,0.0,0.0,0.0,9
1543,2428,,Bolivia,-16.2902,-63.5887,2020-01-31,0.0,0.0,0.0,10
1544,2429,,Bolivia,-16.2902,-63.5887,2020-02-01,0.0,0.0,0.0,11
1545,2430,,Bolivia,-16.2902,-63.5887,2020-02-02,0.0,0.0,0.0,12
1546,2431,,Bolivia,-16.2902,-63.5887,2020-02-03,0.0,0.0,0.0,13
1547,2432,,Bolivia,-16.2902,-63.5887,2020-02-04,0.0,0.0,0.0,14
1548,2433,,Bolivia,-16.2902,-63.5887,2020-02-05,0.0,0.0,0.0,15
1549,2434,,Bolivia,-16.2902,-63.5887,2020-02-06,0.0,0.0,0.0,16
1550,2435,,Bolivia,-16.2902,-63.5887,2020-02-07,0.0,0.0,0.0,17
1551,2436,,Bolivia,-16.2902,-63.5887,2020-02-08,0.0,0.0,0.0,18
1552,2437,,Bolivia,-16.2902,-63.5887,2020-02-09,0.0,0.0,0.0,19
1553,2438,,Bolivia,-16.2902,-63.5887,2020-02-10,0.0,0.0,0.0,20
1554,2439,,Bolivia,-16.2902,-63.5887,2020-02-11,0.0,0.0,0.0,21
1555,2440,,Bolivia,-16.2902,-63.5887,2020-02-12,0.0,0.0,0.0,22
1556,2441,,Bolivia,-16.2902,-63.5887,2020-02-13,0.0,0.0,0.0,23
1557,2442,,Bolivia,-16.2902,-63.5887,2020-02-14,0.0,0.0,0.0,24
1558,2443,,Bolivia,-16.2902,-63.5887,2020-02-15,0.0,0.0,0.0,25
1559,2444,,Bolivia,-16.2902,-63.5887,2020-02-16,0.0,0.0,0.0,26
1560,2445,,Bolivia,-16.2902,-63.5887,2020-02-17,0.0,0.0,0.0,27
1561,2446,,Bolivia,-16.2902,-63.5887,2020-02-18,0.0,0.0,0.0,28
1562,2447,,Bolivia,-16.2902,-63.5887,2020-02-19,0.0,0.0,0.0,29
1563,2448,,Bolivia,-16.2902,-63.5887,2020-02-20,0.0,0.0,0.0,30
1564,2449,,Bolivia,-16.2902,-63.5887,2020-02-21,0.0,0.0,0.0,31
1565,2450,,Bolivia,-16.2902,-63.5887,2020-02-22,0.0,0.0,0.0,32
1566,2451,,Bolivia,-16.2902,-63.5887,2020-02-23,0.0,0.0,0.0,33
1567,2452,,Bolivia,-16.2902,-63.5887,2020-02-24,0.0,0.0,0.0,34
1568,2453,,Bolivia,-16.2902,-63.5887,2020-02-25,0.0,0.0,0.0,35
1569,2454,,Bolivia,-16.2902,-63.5887,2020-02-26,0.0,0.0,0.0,36
1570,2455,,Bolivia,-16.2902,-63.5887,2020-02-27,0.0,0.0,0.0,37
1571,2456,,Bolivia,-16.2902,-63.5887,2020-02-28,0.0,0.0,0.0,38
1572,2457,,Bolivia,-16.2902,-63.5887,2020-02-29,0.0,0.0,0.0,39
1573,2458,,Bolivia,-16.2902,-63.5887,2020-03-01,0.0,0.0,0.0,40
1574,2459,,Bolivia,-16.2902,-63.5887,2020-03-02,0.0,0.0,0.0,41
1575,2460,,Bolivia,-16.2902,-63.5887,2020-03-03,0.0,0.0,0.0,42
1576,2461,,Bolivia,-16.2902,-63.5887,2020-03-04,0.0,0.0,0.0,43
1577,2462,,Bolivia,-16.2902,-63.5887,2020-03-05,0.0,0.0,0.0,44
1578,2463,,Bolivia,-16.2902,-63.5887,2020-03-06,0.0,0.0,0.0,45
1579,2464,,Bolivia,-16.2902,-63.5887,2020-03-07,0.0,0.0,0.0,46
1580,2465,,Bolivia,-16.2902,-63.5887,2020-03-08,0.0,0.0,0.0,47
1581,2466,,Bolivia,-16.2902,-63.5887,2020-03-09,0.0,0.0,0.0,48
1582,2467,,Bolivia,-16.2902,-63.5887,2020-03-10,0.0,0.0,0.0,49
1583,2468,,Bolivia,-16.2902,-63.5887,2020-03-11,2.0,0.0,0.0,50
1584,2469,,Bolivia,-16.2902,-63.5887,2020-03-12,2.0,0.0,0.0,51
1585,2470,,Bolivia,-16.2902,-63.5887,2020-03-13,3.0,0.0,0.0,52
1586,2471,,Bolivia,-16.2902,-63.5887,2020-03-14,10.0,0.0,0.0,53
1587,2472,,Bolivia,-16.2902,-63.5887,2020-03-15,10.0,0.0,0.0,54
1588,2473,,Bolivia,-16.2902,-63.5887,2020-03-16,11.0,0.0,0.0,55
1589,2474,,Bolivia,-16.2902,-63.5887,2020-03-17,11.0,0.0,0.0,56
1590,2475,,Bolivia,-16.2902,-63.5887,2020-03-18,12.0,0.0,0.0,57
1591,2476,,Bolivia,-16.2902,-63.5887,2020-03-19,12.0,0.0,0.0,58
1592,2477,,Bolivia,-16.2902,-63.5887,2020-03-20,15.0,0.0,0.0,59
1593,2512,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0.0,0.0,0.0,1
1594,2513,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0.0,0.0,0.0,2
1595,2514,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-24,0.0,0.0,0.0,3
1596,2515,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-25,0.0,0.0,0.0,4
1597,2516,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-26,0.0,0.0,0.0,5
1598,2517,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-27,0.0,0.0,0.0,6
1599,2518,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-28,0.0,0.0,0.0,7
1600,2519,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-29,0.0,0.0,0.0,8
1601,2520,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-30,0.0,0.0,0.0,9
1602,2521,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-31,0.0,0.0,0.0,10
1603,2522,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-01,0.0,0.0,0.0,11
1604,2523,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-02,0.0,0.0,0.0,12
1605,2524,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0.0,0.0,0.0,13
1606,2525,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-04,0.0,0.0,0.0,14
1607,2526,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-05,0.0,0.0,0.0,15
1608,2527,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-06,0.0,0.0,0.0,16
1609,2528,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-07,0.0,0.0,0.0,17
1610,2529,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-08,0.0,0.0,0.0,18
1611,2530,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-09,0.0,0.0,0.0,19
1612,2531,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-10,0.0,0.0,0.0,20
1613,2532,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-11,0.0,0.0,0.0,21
1614,2533,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-12,0.0,0.0,0.0,22
1615,2534,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-13,0.0,0.0,0.0,23
1616,2535,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-14,0.0,0.0,0.0,24
1617,2536,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-15,0.0,0.0,0.0,25
1618,2537,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-16,0.0,0.0,0.0,26
1619,2538,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-17,0.0,0.0,0.0,27
1620,2539,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0.0,0.0,0.0,28
1621,2540,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-19,0.0,0.0,0.0,29
1622,2541,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-20,0.0,0.0,0.0,30
1623,2542,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-21,0.0,0.0,0.0,31
1624,2543,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-22,0.0,0.0,0.0,32
1625,2544,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-23,0.0,0.0,0.0,33
1626,2545,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-24,0.0,0.0,0.0,34
1627,2546,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-25,0.0,0.0,0.0,35
1628,2547,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-26,0.0,0.0,0.0,36
1629,2548,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-27,0.0,0.0,0.0,37
1630,2549,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-28,0.0,0.0,0.0,38
1631,2550,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-29,0.0,0.0,0.0,39
1632,2551,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-01,0.0,0.0,0.0,40
1633,2552,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-02,0.0,0.0,0.0,41
1634,2553,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-03,0.0,0.0,0.0,42
1635,2554,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-04,0.0,0.0,0.0,43
1636,2555,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2.0,0.0,0.0,44
1637,2556,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-06,2.0,0.0,0.0,45
1638,2557,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-07,3.0,0.0,0.0,46
1639,2558,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-08,3.0,0.0,0.0,47
1640,2559,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3.0,0.0,0.0,48
1641,2560,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5.0,0.0,0.0,49
1642,2561,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-11,7.0,0.0,0.0,50
1643,2562,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-12,11.0,0.0,0.0,51
1644,2563,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-13,13.0,0.0,0.0,52
1645,2564,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-14,18.0,0.0,0.0,53
1646,2565,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-15,24.0,0.0,0.0,54
1647,2566,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-16,25.0,0.0,0.0,55
1648,2567,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26.0,0.0,0.0,56
1649,2568,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,38.0,0.0,0.0,57
1650,2569,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,63.0,0.0,0.0,58
1651,2570,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-20,89.0,0.0,0.0,59
1652,2605,,Brazil,-14.235,-51.9253,2020-01-22,0.0,0.0,0.0,1
1653,2606,,Brazil,-14.235,-51.9253,2020-01-23,0.0,0.0,0.0,2
1654,2607,,Brazil,-14.235,-51.9253,2020-01-24,0.0,0.0,0.0,3
1655,2608,,Brazil,-14.235,-51.9253,2020-01-25,0.0,0.0,0.0,4
1656,2609,,Brazil,-14.235,-51.9253,2020-01-26,0.0,0.0,0.0,5
1657,2610,,Brazil,-14.235,-51.9253,2020-01-27,0.0,0.0,0.0,6
1658,2611,,Brazil,-14.235,-51.9253,2020-01-28,0.0,0.0,0.0,7
1659,2612,,Brazil,-14.235,-51.9253,2020-01-29,0.0,0.0,0.0,8
1660,2613,,Brazil,-14.235,-51.9253,2020-01-30,0.0,0.0,0.0,9
1661,2614,,Brazil,-14.235,-51.9253,2020-01-31,0.0,0.0,0.0,10
1662,2615,,Brazil,-14.235,-51.9253,2020-02-01,0.0,0.0,0.0,11
1663,2616,,Brazil,-14.235,-51.9253,2020-02-02,0.0,0.0,0.0,12
1664,2617,,Brazil,-14.235,-51.9253,2020-02-03,0.0,0.0,0.0,13
1665,2618,,Brazil,-14.235,-51.9253,2020-02-04,0.0,0.0,0.0,14
1666,2619,,Brazil,-14.235,-51.9253,2020-02-05,0.0,0.0,0.0,15
1667,2620,,Brazil,-14.235,-51.9253,2020-02-06,0.0,0.0,0.0,16
1668,2621,,Brazil,-14.235,-51.9253,2020-02-07,0.0,0.0,0.0,17
1669,2622,,Brazil,-14.235,-51.9253,2020-02-08,0.0,0.0,0.0,18
1670,2623,,Brazil,-14.235,-51.9253,2020-02-09,0.0,0.0,0.0,19
1671,2624,,Brazil,-14.235,-51.9253,2020-02-10,0.0,0.0,0.0,20
1672,2625,,Brazil,-14.235,-51.9253,2020-02-11,0.0,0.0,0.0,21
1673,2626,,Brazil,-14.235,-51.9253,2020-02-12,0.0,0.0,0.0,22
1674,2627,,Brazil,-14.235,-51.9253,2020-02-13,0.0,0.0,0.0,23
1675,2628,,Brazil,-14.235,-51.9253,2020-02-14,0.0,0.0,0.0,24
1676,2629,,Brazil,-14.235,-51.9253,2020-02-15,0.0,0.0,0.0,25
1677,2630,,Brazil,-14.235,-51.9253,2020-02-16,0.0,0.0,0.0,26
1678,2631,,Brazil,-14.235,-51.9253,2020-02-17,0.0,0.0,0.0,27
1679,2632,,Brazil,-14.235,-51.9253,2020-02-18,0.0,0.0,0.0,28
1680,2633,,Brazil,-14.235,-51.9253,2020-02-19,0.0,0.0,0.0,29
1681,2634,,Brazil,-14.235,-51.9253,2020-02-20,0.0,0.0,0.0,30
1682,2635,,Brazil,-14.235,-51.9253,2020-02-21,0.0,0.0,0.0,31
1683,2636,,Brazil,-14.235,-51.9253,2020-02-22,0.0,0.0,0.0,32
1684,2637,,Brazil,-14.235,-51.9253,2020-02-23,0.0,0.0,0.0,33
1685,2638,,Brazil,-14.235,-51.9253,2020-02-24,0.0,0.0,0.0,34
1686,2639,,Brazil,-14.235,-51.9253,2020-02-25,0.0,0.0,0.0,35
1687,2640,,Brazil,-14.235,-51.9253,2020-02-26,1.0,0.0,0.0,36
1688,2641,,Brazil,-14.235,-51.9253,2020-02-27,1.0,0.0,0.0,37
1689,2642,,Brazil,-14.235,-51.9253,2020-02-28,1.0,0.0,0.0,38
1690,2643,,Brazil,-14.235,-51.9253,2020-02-29,2.0,0.0,0.0,39
1691,2644,,Brazil,-14.235,-51.9253,2020-03-01,2.0,0.0,0.0,40
1692,2645,,Brazil,-14.235,-51.9253,2020-03-02,2.0,0.0,0.0,41
1693,2646,,Brazil,-14.235,-51.9253,2020-03-03,2.0,0.0,0.0,42
1694,2647,,Brazil,-14.235,-51.9253,2020-03-04,4.0,0.0,0.0,43
1695,2648,,Brazil,-14.235,-51.9253,2020-03-05,4.0,0.0,0.0,44
1696,2649,,Brazil,-14.235,-51.9253,2020-03-06,13.0,0.0,0.0,45
1697,2650,,Brazil,-14.235,-51.9253,2020-03-07,13.0,0.0,0.0,46
1698,2651,,Brazil,-14.235,-51.9253,2020-03-08,20.0,0.0,0.0,47
1699,2652,,Brazil,-14.235,-51.9253,2020-03-09,25.0,0.0,0.0,48
1700,2653,,Brazil,-14.235,-51.9253,2020-03-10,31.0,0.0,0.0,49
1701,2654,,Brazil,-14.235,-51.9253,2020-03-11,38.0,0.0,0.0,50
1702,2655,,Brazil,-14.235,-51.9253,2020-03-12,52.0,0.0,0.0,51
1703,2656,,Brazil,-14.235,-51.9253,2020-03-13,151.0,0.0,0.0,52
1704,2657,,Brazil,-14.235,-51.9253,2020-03-14,151.0,0.0,0.0,53
1705,2658,,Brazil,-14.235,-51.9253,2020-03-15,162.0,0.0,0.0,54
1706,2659,,Brazil,-14.235,-51.9253,2020-03-16,200.0,0.0,0.0,55
1707,2660,,Brazil,-14.235,-51.9253,2020-03-17,321.0,1.0,0.0,56
1708,2661,,Brazil,-14.235,-51.9253,2020-03-18,372.0,3.0,0.0,57
1709,2662,,Brazil,-14.235,-51.9253,2020-03-19,621.0,6.0,0.0,58
1710,2663,,Brazil,-14.235,-51.9253,2020-03-20,793.0,11.0,0.0,59
1711,2698,,Brunei,4.5353,114.7277,2020-01-22,0.0,0.0,1,1
1712,2699,,Brunei,4.5353,114.7277,2020-01-23,0.0,0.0,1,2
1713,2700,,Brunei,4.5353,114.7277,2020-01-24,0.0,0.0,1,3
1714,2701,,Brunei,4.5353,114.7277,2020-01-25,0.0,0.0,1,4
1715,2702,,Brunei,4.5353,114.7277,2020-01-26,0.0,0.0,1,5
1716,2703,,Brunei,4.5353,114.7277,2020-01-27,0.0,0.0,1,6
1717,2704,,Brunei,4.5353,114.7277,2020-01-28,0.0,0.0,1,7
1718,2705,,Brunei,4.5353,114.7277,2020-01-29,0.0,0.0,1,8
1719,2706,,Brunei,4.5353,114.7277,2020-01-30,0.0,0.0,1,9
1720,2707,,Brunei,4.5353,114.7277,2020-01-31,0.0,0.0,1,10
1721,2708,,Brunei,4.5353,114.7277,2020-02-01,0.0,0.0,1,11
1722,2709,,Brunei,4.5353,114.7277,2020-02-02,0.0,0.0,1,12
1723,2710,,Brunei,4.5353,114.7277,2020-02-03,0.0,0.0,1,13
1724,2711,,Brunei,4.5353,114.7277,2020-02-04,0.0,0.0,1,14
1725,2712,,Brunei,4.5353,114.7277,2020-02-05,0.0,0.0,1,15
1726,2713,,Brunei,4.5353,114.7277,2020-02-06,0.0,0.0,1,16
1727,2714,,Brunei,4.5353,114.7277,2020-02-07,0.0,0.0,1,17
1728,2715,,Brunei,4.5353,114.7277,2020-02-08,0.0,0.0,1,18
1729,2716,,Brunei,4.5353,114.7277,2020-02-09,0.0,0.0,1,19
1730,2717,,Brunei,4.5353,114.7277,2020-02-10,0.0,0.0,1,20
1731,2718,,Brunei,4.5353,114.7277,2020-02-11,0.0,0.0,1,21
1732,2719,,Brunei,4.5353,114.7277,2020-02-12,0.0,0.0,1,22
1733,2720,,Brunei,4.5353,114.7277,2020-02-13,0.0,0.0,1,23
1734,2721,,Brunei,4.5353,114.7277,2020-02-14,0.0,0.0,1,24
1735,2722,,Brunei,4.5353,114.7277,2020-02-15,0.0,0.0,1,25
1736,2723,,Brunei,4.5353,114.7277,2020-02-16,0.0,0.0,1,26
1737,2724,,Brunei,4.5353,114.7277,2020-02-17,0.0,0.0,1,27
1738,2725,,Brunei,4.5353,114.7277,2020-02-18,0.0,0.0,1,28
1739,2726,,Brunei,4.5353,114.7277,2020-02-19,0.0,0.0,1,29
1740,2727,,Brunei,4.5353,114.7277,2020-02-20,0.0,0.0,1,30
1741,2728,,Brunei,4.5353,114.7277,2020-02-21,0.0,0.0,1,31
1742,2729,,Brunei,4.5353,114.7277,2020-02-22,0.0,0.0,1,32
1743,2730,,Brunei,4.5353,114.7277,2020-02-23,0.0,0.0,1,33
1744,2731,,Brunei,4.5353,114.7277,2020-02-24,0.0,0.0,1,34
1745,2732,,Brunei,4.5353,114.7277,2020-02-25,0.0,0.0,1,35
1746,2733,,Brunei,4.5353,114.7277,2020-02-26,0.0,0.0,1,36
1747,2734,,Brunei,4.5353,114.7277,2020-02-27,0.0,0.0,1,37
1748,2735,,Brunei,4.5353,114.7277,2020-02-28,0.0,0.0,1,38
1749,2736,,Brunei,4.5353,114.7277,2020-02-29,0.0,0.0,1,39
1750,2737,,Brunei,4.5353,114.7277,2020-03-01,0.0,0.0,1,40
1751,2738,,Brunei,4.5353,114.7277,2020-03-02,0.0,0.0,1,41
1752,2739,,Brunei,4.5353,114.7277,2020-03-03,0.0,0.0,1,42
1753,2740,,Brunei,4.5353,114.7277,2020-03-04,0.0,0.0,1,43
1754,2741,,Brunei,4.5353,114.7277,2020-03-05,0.0,0.0,1,44
1755,2742,,Brunei,4.5353,114.7277,2020-03-06,0.0,0.0,1,45
1756,2743,,Brunei,4.5353,114.7277,2020-03-07,0.0,0.0,1,46
1757,2744,,Brunei,4.5353,114.7277,2020-03-08,0.0,0.0,1,47
1758,2745,,Brunei,4.5353,114.7277,2020-03-09,1.0,0.0,1,48
1759,2746,,Brunei,4.5353,114.7277,2020-03-10,1.0,0.0,1,49
1760,2747,,Brunei,4.5353,114.7277,2020-03-11,11.0,0.0,1,50
1761,2748,,Brunei,4.5353,114.7277,2020-03-12,11.0,0.0,1,51
1762,2749,,Brunei,4.5353,114.7277,2020-03-13,37.0,0.0,1,52
1763,2750,,Brunei,4.5353,114.7277,2020-03-14,40.0,0.0,1,53
1764,2751,,Brunei,4.5353,114.7277,2020-03-15,50.0,0.0,1,54
1765,2752,,Brunei,4.5353,114.7277,2020-03-16,54.0,0.0,1,55
1766,2753,,Brunei,4.5353,114.7277,2020-03-17,56.0,0.0,1,56
1767,2754,,Brunei,4.5353,114.7277,2020-03-18,68.0,0.0,1,57
1768,2755,,Brunei,4.5353,114.7277,2020-03-19,75.0,0.0,1,58
1769,2756,,Brunei,4.5353,114.7277,2020-03-20,78.0,0.0,1,59
1770,2791,,Bulgaria,42.7339,25.4858,2020-01-22,0.0,0.0,0.0,1
1771,2792,,Bulgaria,42.7339,25.4858,2020-01-23,0.0,0.0,0.0,2
1772,2793,,Bulgaria,42.7339,25.4858,2020-01-24,0.0,0.0,0.0,3
1773,2794,,Bulgaria,42.7339,25.4858,2020-01-25,0.0,0.0,0.0,4
1774,2795,,Bulgaria,42.7339,25.4858,2020-01-26,0.0,0.0,0.0,5
1775,2796,,Bulgaria,42.7339,25.4858,2020-01-27,0.0,0.0,0.0,6
1776,2797,,Bulgaria,42.7339,25.4858,2020-01-28,0.0,0.0,0.0,7
1777,2798,,Bulgaria,42.7339,25.4858,2020-01-29,0.0,0.0,0.0,8
1778,2799,,Bulgaria,42.7339,25.4858,2020-01-30,0.0,0.0,0.0,9
1779,2800,,Bulgaria,42.7339,25.4858,2020-01-31,0.0,0.0,0.0,10
1780,2801,,Bulgaria,42.7339,25.4858,2020-02-01,0.0,0.0,0.0,11
1781,2802,,Bulgaria,42.7339,25.4858,2020-02-02,0.0,0.0,0.0,12
1782,2803,,Bulgaria,42.7339,25.4858,2020-02-03,0.0,0.0,0.0,13
1783,2804,,Bulgaria,42.7339,25.4858,2020-02-04,0.0,0.0,0.0,14
1784,2805,,Bulgaria,42.7339,25.4858,2020-02-05,0.0,0.0,0.0,15
1785,2806,,Bulgaria,42.7339,25.4858,2020-02-06,0.0,0.0,0.0,16
1786,2807,,Bulgaria,42.7339,25.4858,2020-02-07,0.0,0.0,0.0,17
1787,2808,,Bulgaria,42.7339,25.4858,2020-02-08,0.0,0.0,0.0,18
1788,2809,,Bulgaria,42.7339,25.4858,2020-02-09,0.0,0.0,0.0,19
1789,2810,,Bulgaria,42.7339,25.4858,2020-02-10,0.0,0.0,0.0,20
1790,2811,,Bulgaria,42.7339,25.4858,2020-02-11,0.0,0.0,0.0,21
